"","Feature","mz","rt","intensity","iso_group","status","shift"
"336","336","134.9702","16.532","648,750.4","","kept","none"
"337","337","134.9891","4.088","47,317.8","","kept","none"
"338","338","134.9990","4.101","14,583.9","","kept","none"
"342","342","135.0314","4.977","1,508,586.3","","kept","none"
"344","344","135.0446","2.765","234,013.4","","kept","none"
"346","346","135.0664","4.020","434,821.8","","kept","none"
"347","347","135.0735","4.088","42,650.9","","kept","none"
"348","348","135.5407","8.500","248,936.0","","kept","none"
"353","353","136.8632","6.794","3,221,741.4","","kept","none"
"354","354","136.8633","21.830","1,809,141.2","","kept","none"
"355","355","136.8633","2.383","970,286.5","","kept","none"
"356","356","136.8777","6.469","88,657.0","","kept","none"
"357","357","136.8918","6.607","20,331,486.1","","kept","none"
"358","358","136.9495","9.672","356,330.9","","kept","none"
"359","359","136.9497","15.323","274,187.9","","kept","none"
"360","360","136.9497","11.898","422,480.7","","kept","none"
"361","361","136.9497","13.211","407,580.8","","kept","none"
"363","363","137.0341","6.713","75,375.7","","kept","none"
"364","364","137.0357","2.836","173,202.4","","kept","none"
"366","366","137.8919","6.618","2,246,299.4","","kept","none"
"367","367","138.0561","2.879","78,794.6","","kept","none"
"368","368","138.8755","6.491","105,513.9","","kept","none"
"369","369","138.8901","6.607","535,033.8","","kept","none"
"370","370","138.9415","16.361","16,281,107.9","","kept","none"
"371","371","138.9708","10.759","312,084.0","","kept","none"
"372","372","139.9450","16.383","160,953.1","","kept","none"
"373","373","139.9756","16.483","1,051,922.9","","kept","none"
"375","375","140.8727","6.492","27,218.3","","kept","none"
"376","376","140.9194","6.239","289,465.4","","kept","none"
"377","377","140.9397","16.362","1,155,278.6","","kept","none"
"378","378","140.9457","16.362","112,581.1","","kept","none"
"379","379","140.9760","6.910","93,171.4","","kept","none"
"381","381","140.9783","0.980","1,556,276.8","","kept","none"
"382","382","140.9783","17.290","1,829,481.7","","kept","none"
"383","383","140.9783","7.633","452,709.0","","kept","none"
"386","386","141.0193","9.628","309,017.8","","kept","none"
"387","387","141.9737","16.507","78,919.1","","kept","none"
"390","390","142.0509","8.868","644,990.1","","kept","none"
"391","391","142.0663","5.560","60,904.2","","kept","none"
"392","392","142.9173","6.239","339,937.2","","kept","none"
"393","393","142.9730","6.910","95,907.0","","kept","none"
"395","395","143.0463","8.521","501,584.1","","kept","none"
"396","396","143.0463","5.023","68,769.3","","kept","none"
"397","397","143.0463","6.050","53,447.4","","kept","none"
"398","398","143.9601","8.981","604,456.0","","kept","none"
"399","399","143.9759","9.004","508,279.2","","kept","none"
"400","400","144.0125","2.856","198,362.6","","kept","none"
"401","401","144.0303","4.860","270,290.4","","kept","none"
"402","402","144.0303","3.364","96,182.1","","kept","none"
"403","403","144.0669","8.565","270,417.6","","kept","none"
"404","404","144.0779","8.317","107,074.8","","kept","none"
"405","405","144.8665","6.793","1,862,528.2","","kept","none"
"406","406","144.8697","6.887","581,247.2","","kept","none"
"407","407","144.9700","6.957","24,407.4","","kept","none"
"409","409","144.9760","8.992","68,895.3","","kept","none"
"410","410","144.9803","10.996","38,193.8","","kept","none"
"411","411","145.0143","9.398","3,260,129.4","","kept","none"
"413","413","145.0508","8.511","332,926.1","","kept","none"
"414","414","145.0619","8.454","29,946,823.9","","kept","none"
"416","416","145.9556","8.981","228,116.3","","kept","none"
"418","418","145.9985","5.047","41,180.7","","kept","none"
"419","419","145.9987","8.649","899,854.2","","kept","none"
"420","420","146.0248","4.367","4,072,049.3","","kept","none"
"421","421","146.0248","8.340","5,022,635.8","","kept","none"
"422","422","146.0248","5.595","3,466,803.7","","kept","none"
"423","423","146.0248","6.423","4,306,820.4","","kept","none"
"424","424","146.0248","1.505","4,372,518.3","","kept","none"
"425","425","146.0248","7.283","3,966,463.0","","kept","none"
"426","426","146.0249","0.172","3,674,647.9","","kept","none"
"427","427","146.0248","2.698","3,151,743.9","","kept","none"
"432","432","146.0824","3.318","124,896.2","","kept","none"
"433","433","146.0823","6.934","85,427.1","","kept","none"
"434","434","146.0935","5.047","39,201.1","","kept","none"
"436","436","146.8635","6.793","1,274,620.2","","kept","none"
"437","437","146.8668","6.887","617,818.4","","kept","none"
"438","438","146.9661","0.077","897,990.0","","kept","none"
"439","439","146.9661","4.088","530,361.3","","kept","none"
"440","440","146.9661","1.004","255,127.6","","kept","none"
"448","448","147.0664","4.579","112,172.9","","kept","none"
"449","449","147.0816","1.485","96,174.2","","kept","none"
"450","450","148.0075","3.481","62,919.3","","kept","none"
"457","457","148.0630","7.165","47,046.6","","kept","none"
"458","458","148.8605","6.782","201,380.0","","kept","none"
"459","459","148.8637","6.887","203,542.9","","kept","none"
"460","460","148.8914","6.910","45,534.0","","kept","none"
"461","461","149.0009","2.249","1,230,583.4","","kept","none"
"462","462","149.0096","1.546","1,240,576.0","","kept","none"
"463","463","149.0343","5.862","412,500.2","","kept","none"
"464","464","149.0469","3.132","106,895.7","","kept","none"
"467","467","149.0608","2.743","450,311.2","","kept","none"
"468","468","149.0608","1.587","992,944.7","","kept","none"
"470","470","150.0173","3.551","333,298.5","","kept","none"
"471","471","150.0396","5.445","149,650.0","","kept","none"
"473","473","150.0561","2.856","128,680.4","","kept","none"
"474","474","150.8866","6.758","405,862.9","","kept","none"
"475","475","150.9707","10.430","479,211.7","","kept","none"
"476","476","150.9802","9.889","36,439.3","","kept","none"
"477","477","150.9889","2.902","177,367.6","","kept","none"
"478","478","151.0167","8.024","146,751.0","","kept","none"
"480","480","151.0261","6.724","45,902.9","","kept","none"
"481","481","151.0262","11.087","52,937.1","","kept","none"
"482","482","151.0262","5.445","195,958.7","","kept","none"
"483","483","151.0393","5.815","48,609.5","","kept","none"
"486","486","151.1128","1.588","465,337.7","","kept","none"
"487","487","152.0118","8.824","657,560.3","","kept","none"
"488","488","152.0441","7.979","49,144.5","","kept","none"
"489","489","152.0466","5.676","50,879.3","","kept","none"
"491","491","152.0718","2.721","232,895.5","","kept","none"
"493","493","152.8837","6.770","445,049.0","","kept","none"
"494","494","152.9273","11.851","559,587.7","","kept","none"
"495","495","152.9272","9.673","422,043.6","","kept","none"
"496","496","152.9273","15.139","331,489.3","","kept","none"
"497","497","152.9273","13.224","557,315.5","","kept","none"
"498","498","152.9361","16.532","147,792.8","","kept","none"
"501","501","153.0306","5.791","162,790.7","","kept","none"
"503","503","153.0671","8.499","193,995.5","","kept","none"
"504","504","153.8687","6.560","759,733.7","","kept","none"
"508","508","154.0276","8.846","280,036.2","","kept","none"
"509","509","154.0487","6.377","114,263.1","","kept","none"
"510","510","154.0875","2.721","843,126.2","","kept","none"
"511","511","154.8809","6.771","147,144.6","","kept","none"
"513","513","154.9159","6.863","85,814.1","","kept","none"
"514","514","154.9283","6.607","300,022.0","","kept","none"
"515","515","154.9658","11.092","183,342.1","","kept","none"
"518","518","155.8658","6.560","483,719.6","","kept","none"
"519","519","155.9113","6.864","115,752.2","","kept","none"
"521","521","155.9760","7.890","45,046.6","","kept","none"
"523","523","156.0304","8.868","471,895.5","","kept","none"
"524","524","156.0781","14.090","455,317.8","","kept","none"
"525","525","156.9136","16.483","1,986,305.1","","kept","none"
"526","526","156.9198","16.484","90,496.2","","kept","none"
"527","527","156.9212","6.097","297,360.4","","kept","none"
"528","528","156.9212","3.551","250,461.2","","kept","none"
"529","529","156.9397","16.556","215,054.0","","kept","none"
"531","531","156.9635","3.902","111,174.6","","kept","none"
"532","532","156.9907","8.046","69,984.3","","kept","none"
"534","534","157.0256","5.514","332,795.7","","kept","none"
"535","535","157.0368","7.003","257,902.0","","kept","none"
"536","536","157.0772","4.390","55,479.1","","kept","none"
"537","537","157.1234","1.526","2,405,327.5","","kept","none"
"538","538","157.9083","6.864","83,751.1","","kept","none"
"541","541","158.0435","7.867","137,455.4","","kept","none"
"542","542","158.1268","1.541","184,783.0","","kept","none"
"543","543","158.8514","6.191","57,201.6","","kept","none"
"544","544","158.9118","16.483","56,516.6","","kept","none"
"545","545","158.9254","9.651","20,296,066.6","","kept","none"
"546","546","158.9502","16.385","905,472.6","","kept","none"
"548","548","158.9888","16.050","696,323.1","","kept","none"
"549","549","159.0299","9.628","120,189.8","","kept","none"
"550","550","159.5277","12.351","299,228.1","","kept","none"
"551","551","160.0074","8.522","274,514.9","","kept","none"
"554","554","160.0616","2.271","228,212.7","","kept","none"
"555","555","160.8422","6.820","252,334.4","","kept","none"
"556","556","160.8495","6.168","82,125.6","","kept","none"
"557","557","160.9296","9.651","202,450.3","","kept","none"
"559","559","161.0455","8.499","1,793,280.1","","kept","none"
"561","561","161.0457","2.925","208,211.8","","kept","none"
"564","564","161.9138","4.065","96,236.1","","kept","none"
"566","566","162.0232","7.256","40,397.4","","kept","none"
"567","567","162.0233","2.973","48,058.2","","kept","none"
"568","568","162.0410","6.793","79,885.3","","kept","none"
"570","570","162.8427","6.840","4,468,098.6","","kept","none"
"571","571","162.9043","16.071","408,306.3","","kept","none"
"572","572","162.9477","16.507","1,096,381.3","","kept","none"
"573","573","162.9535","16.531","171,185.6","","kept","none"
"575","575","163.0161","16.071","436,037.9","","kept","none"
"576","576","163.0402","6.863","345,528.1","","kept","none"
"577","577","163.0403","3.621","127,402.7","","kept","none"
"578","578","163.0614","1.716","1,342,853.9","","kept","none"
"579","579","163.0614","2.721","1,374,027.9","","kept","none"
"581","581","163.0614","4.766","561,913.9","","kept","none"
"582","582","163.0766","1.506","348,622.2","","kept","none"
"583","583","163.8405","6.817","6,938,873.3","","kept","none"
"584","584","163.8967","6.262","113,808.6","","kept","none"
"586","586","164.0001","8.158","148,761.2","","kept","none"
"587","587","164.0389","7.330","3,074,785.8","","kept","none"
"588","588","164.0580","3.738","151,726.6","","kept","none"
"591","591","164.8396","6.840","4,498,550.2","","kept","none"
"593","593","165.0405","7.283","2,746,061.2","","kept","none"
"594","594","165.0409","1.546","4,522,284.3","","kept","none"
"596","596","165.8375","6.817","6,992,977.9","","kept","none"
"597","597","165.8945","6.262","117,433.7","","kept","none"
"598","598","165.9602","8.649","182,024.8","","kept","none"
"599","599","165.9913","4.579","144,485.3","","kept","none"
"600","600","166.0515","3.851","145,308.3","","kept","none"
"601","601","166.8355","6.840","1,851,009.3","","kept","none"
"602","602","166.9574","16.071","17,085,802.2","","kept","none"
"603","603","166.9752","10.758","328,719.6","","kept","none"
"604","604","166.9752","7.516","55,815.9","","kept","none"
"605","605","167.0116","8.024","508,545.9","","kept","none"
"606","606","167.0438","8.409","708,771.2","","kept","none"
"607","607","167.0714","1.365","1,173,262.6","","kept","none"
"608","608","167.8342","6.817","1,889,509.3","","kept","none"
"609","609","167.8517","6.191","194,376.7","","kept","none"
"610","610","167.9609","16.071","311,252.3","","kept","none"
"611","611","167.9973","9.189","1,140,915.8","","kept","none"
"612","612","168.0279","5.070","607,083.4","","kept","none"
"613","613","168.0278","8.649","4,068,434.1","","kept","none"
"614","614","168.0667","2.879","209,916.7","","kept","none"
"615","615","168.8322","6.840","736,207.2","","kept","none"
"616","616","168.8501","6.864","86,263.6","","kept","none"
"618","618","168.9908","9.889","644,998.5","","kept","none"
"619","619","168.9995","2.902","241,407.2","","kept","none"
"620","620","169.0314","8.649","189,847.9","","kept","none"
"621","621","169.0983","1.826","2,006,322.7","","kept","none"
"622","622","169.0984","6.794","2,744,175.4","","kept","none"
"623","623","169.8342","6.630","746,562.7","","kept","none"
"624","624","169.8497","6.191","280,545.3","","kept","none"
"627","627","169.9863","8.981","106,210.6","","kept","none"
"628","628","170.0435","7.891","282,215.0","","kept","none"
"629","629","170.0457","8.565","220,915.4","","kept","none"
"630","630","170.8294","6.840","116,851.2","","kept","none"
"631","631","170.8332","6.818","255,941.9","","kept","none"
"632","632","170.8472","6.864","96,154.5","","kept","none"
"633","633","170.9461","8.024","122,368.2","","kept","none"
"634","634","170.9771","10.430","405,453.9","","kept","none"
"635","635","170.9854","10.408","99,305.5","","kept","none"
"636","636","171.0065","9.072","21,260,649.3","","kept","none"
"638","638","171.0201","16.224","2,343,482.5","","kept","none"
"639","639","171.0200","8.386","3,546,995.0","","kept","none"
"640","640","171.0201","10.290","2,695,523.7","","kept","none"
"641","641","171.0202","19.791","2,071,952.9","","kept","none"
"642","642","171.0202","12.375","2,643,885.0","","kept","none"
"643","643","171.0202","14.113","2,544,936.6","","kept","none"
"644","644","171.0202","22.426","1,460,234.8","","kept","none"
"645","645","171.0202","21.186","1,757,111.1","","kept","none"
"646","646","171.0202","18.022","1,387,270.9","","kept","none"
"647","647","171.0412","9.305","188,898.6","","kept","none"
"648","648","171.0664","2.765","427,331.6","","kept","none"
"649","649","171.0776","6.794","171,262.7","","kept","none"
"650","650","171.1392","1.505","938,441.3","","kept","none"
"651","651","171.8317","6.630","429,639.9","","kept","none"
"652","652","171.8479","6.191","83,256.7","","kept","none"
"653","653","172.0099","9.050","849,426.1","","kept","none"
"655","655","172.0147","6.446","119,934.0","","kept","none"
"656","656","172.0240","5.839","600,896.9","","kept","none"
"657","657","172.0467","6.378","45,684.8","","kept","none"
"658","658","172.0617","12.351","155,342.9","","kept","none"
"659","659","172.5243","8.295","77,414.8","","kept","none"
"660","660","172.9174","16.532","611,824.7","","kept","none"
"661","661","172.9260","16.507","5,546,862.2","","kept","none"
"662","662","172.9872","4.111","83,266.2","","kept","none"
"663","663","173.0092","10.875","874,669.4","","kept","none"
"665","665","173.0106","9.072","254,166.3","","kept","none"
"666","666","173.0162","9.397","292,651.1","","kept","none"
"667","667","173.0274","5.862","15,722.1","","kept","none"
"669","669","173.9294","16.507","53,802.5","","kept","none"
"670","670","174.0126","10.853","42,782.2","","kept","none"
"671","671","174.0172","3.867","88,738.4","","kept","none"
"673","673","174.0772","8.409","41,490.8","","kept","none"
"674","674","174.1019","14.113","199,990.9","","kept","none"
"676","676","174.8610","6.816","1,636,762.1","","kept","none"
"677","677","174.9241","16.507","786,021.2","","kept","none"
"678","678","174.9302","16.507","49,509.2","","kept","none"
"679","679","174.9375","10.877","736,474.8","","kept","none"
"680","680","174.9468","9.651","406,134.7","","kept","none"
"681","681","174.9470","6.817","362,071.4","","kept","none"
